ID,period,price,unitp,area,room,bath,terrace,aircon,parking,north,south,east,west,swimpool,garden,duplex,studio,topfloor,conyr,maxfloor,dcount,quality,newdev,dist_city_centre,dist_metro,long,lat
A15019136831406238029,201803,126000,2680.851064,47,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2005,7,319,3,0,8.058429304,0.872074571,-3.766932827,40.36248477
A6677225905472065344,201803,235000,4351.851852,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,11,3,0,0.876369329,0.116382136,-3.710724657,40.42242989
A13341979748618524775,201803,373000,4973.333333,75,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1915,6,26,3,0,0.907479301,0.139108833,-3.711570866,40.42219045
A4775182175615276542,201803,284000,5916.666667,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1947,9,15,5,0,0.845462207,0.144298951,-3.710439869,40.42225146
A2492087730711701973,201803,228000,4560,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1930,5,19,7,0,1.250231282,0.337098241,-3.714340224,40.40874089
A18372428154681111419,201803,498000,3921.259843,127,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,18,3,0,0.541772706,0.161436289,-3.707521851,40.41263869
A4705946410795464036,201803,225000,6428.571429,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1942,6,15,3,0,0.859565205,0.126994527,-3.710394806,40.42244994
A8243762537477781718,201803,365000,3650,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1960,6,26,6,0,1.346115257,0.263445178,-3.71412579,40.40740888
A9587449507628658013,201803,425000,6071.428571,70,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1900,5,16,1,0,0.753574574,0.437190556,-3.712389527,40.41487007
A3694300518337702967,201803,3187000,8852.777778,360,4,3,1,1,1,1,1,1,1,0,0,0,0,0,1972,7,15,3,0,0.779228478,0.312615659,-3.712944898,40.41723603
A12604969626973677047,201803,203000,4613.636364,44,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1950,5,13,2,0,0.654662957,0.161171916,-3.709549257,40.42050918
A1682702257758295446,201803,213000,5325,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1967,6,21,5,0,0.898478487,0.349695433,-3.712250303,40.41172677
A11532129615377606790,201803,422000,3701.754386,114,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1860,6,11,5,0,0.80669583,0.16513182,-3.710111196,40.41117236
A15416265623565967313,201803,211000,7033.333333,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1880,4,7,3,0,0.705597302,0.195146263,-3.709982176,40.41235334
A2893199643597593313,201803,1013000,6535.483871,155,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1900,6,10,2,0,0.539872173,0.270396177,-3.710052758,40.41570427
A2841754568502209063,201803,897000,6316.901408,142,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1933,6,14,1,0,0.461750531,0.067263305,-3.709093717,40.41753899
A10976273205185897585,201803,2349000,4333.948339,542,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1890,4,11,2,0,0.622741291,0.162242189,-3.711071829,40.41733765
A9937625910854912633,201803,265000,4568.965517,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1948,6,23,3,0,0.695734249,0.202436255,-3.711163605,40.41933709
A1120442361060604100,201803,254000,4233.333333,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,12,2,0,0.662309503,0.158128938,-3.711051739,40.41878823
A7303974074369981066,201803,650000,4166.666667,156,6,3,1,1,0,0,0,0,0,0,0,0,0,0,1994,7,42,5,0,1.165461302,0.110182992,-3.711550475,40.40794728
A1864416353165415540,201803,128000,3657.142857,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1926,7,11,4,0,0.677524095,0.161433099,-3.709486809,40.41232034
A2919403477744149310,201803,759000,3892.307692,195,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1910,7,12,4,0,0.556390454,0.370045311,-3.709685358,40.4143912
A905513343316224580,201803,236000,4720,50,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1900,5,6,6,0,1.034107966,0.314705801,-3.712052729,40.40975501
A3394002596260314509,201803,177000,5900,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1956,6,12,7,0,1.06168174,0.276545979,-3.712025457,40.40940382
A17297754155641241826,201803,1131000,5463.768116,207,5,3,0,0,1,0,1,1,0,0,0,0,0,0,1940,5,29,4,0,0.632835551,0.195494917,-3.709651174,40.42011215
A2032617712674975006,201803,985000,6042.944785,163,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1900,4,5,3,0,0.575298916,0.268317266,-3.710501858,40.41581863
A14348194906718201801,201803,275000,3571.428571,77,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1860,4,42,3,0,0.863982291,0.313500691,-3.711803126,40.41179259
A11062411078831478929,201803,2606000,6614.213198,394,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1935,6,16,2,0,0.523288722,0.227916351,-3.709926994,40.41607441
A6374482015422439576,201803,960000,6400,150,3,2,0,1,0,0,1,1,0,0,0,0,0,0,1900,7,15,3,0,0.78448437,0.436582661,-3.712852218,40.41515551
A17197684369848672678,201803,79000,1795.454545,44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,21,5,0,0.910211502,0.413557302,-3.712880344,40.4122364
A1048829975225508555,201803,198000,5210.526316,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,11,4,0,0.453182874,0.063333118,-3.708953416,40.41764796
A6661618931624584691,201803,430000,4432.989691,97,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1963,7,28,4,0,0.842259038,0.470246076,-3.712870272,40.41351575
A6945679074811963086,201803,663000,3724.719101,178,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1900,4,10,3,0,0.81019694,0.180594386,-3.710236456,40.42196442
A3893665449632368339,201803,957000,5629.411765,170,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1885,6,14,1,0,0.600688837,0.327183243,-3.710673246,40.41530406
A7126843836535134604,201803,420000,3620.689655,116,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1905,7,19,3,0,0.49682252,0.1567214,-3.709650564,40.41668872
A10450848593330201355,201803,191000,3820,50,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1982,7,38,7,0,1.403493081,0.614829362,-3.717519036,40.40954103
A8502949232699048728,201803,315000,3662.790698,86,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1850,4,5,4,0,0.768077204,0.180224326,-3.710211255,40.4117213
A6221226975596656768,201803,701000,6613.207547,106,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1890,6,12,2,0,0.711608265,0.238043489,-3.712110257,40.41744838
A8615594653188080606,201803,372000,4133.333333,90,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1930,4,17,1,0,0.652880655,0.158529582,-3.710760204,40.41908732
A13498463812841109246,201803,232000,4549.019608,51,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1900,4,10,5,0,1.027533507,0.230356565,-3.710867218,40.40909563
A4629822265485614244,201803,806000,6106.060606,132,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1880,6,26,5,0,1.032382337,0.220044568,-3.710783681,40.40899705
A245971519647496657,201803,800000,3980.099502,201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1910,4,7,3,0,0.636299153,0.133907644,-3.709196125,40.42055639
A10560435902654695334,201803,1348000,4884.057971,276,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1935,6,16,2,0,0.580421668,0.264860081,-3.710573143,40.41587224
A3103980924495543098,201803,246000,5590.909091,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,5,16,4,0,0.904437692,0.180716563,-3.711897582,40.42187312
A1629449725593216083,201803,225000,3750,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,11,5,0,0.992357096,0.325055023,-3.711571348,40.40992914
A2300072678008003722,201803,499000,3929.133858,127,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1900,5,18,3,0,0.48074136,0.218821087,-3.707066649,40.4130649
A7404522613538543346,201803,441000,3242.647059,136,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1890,6,29,4,0,0.820596322,0.38932523,-3.712204199,40.41294328
A12060034413979967218,201803,383000,6177.419355,62,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1978,6,23,4,0,0.969646265,0.262682941,-3.709866641,40.40920989
A14169596011860108114,201803,536000,5306.930693,101,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1970,6,51,3,0,0.745337894,0.317174028,-3.712584087,40.41655356
A13123848576498470228,201803,226000,5255.813953,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1870,3,8,3,0,0.555182081,0.175570325,-3.708125177,40.41285121
A7169836871904885217,201803,153000,2550,60,2,2,0,1,0,1,1,0,0,0,0,0,0,0,1946,4,8,5,0,0.980784382,0.44979801,-3.713440715,40.41172844
A4240438424213816121,201803,433000,3831.858407,113,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1962,5,7,4,0,0.873999405,0.116205662,-3.710642431,40.42245742
A7475119519297457136,201803,257000,4431.034483,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1948,6,23,3,0,0.700365029,0.202662558,-3.711292119,40.41922819
A10094449861550394772,201803,291000,6326.086957,46,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1999,6,10,6,0,0.973483774,0.256789429,-3.709724087,40.40910266
A14326742704202716060,201803,680000,6938.77551,98,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1987,7,29,2,0,0.476403784,0.34555112,-3.709008118,40.41499897
A995251335927104704,201803,384000,3840,100,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1850,9,24,5,0,0.861949507,0.539747818,-3.713394453,40.41404405
A11741168730804810236,201803,1062000,6515.337423,163,3,3,0,0,0,0,1,1,0,0,0,0,0,0,2006,7,20,3,0,0.5931923,0.322085641,-3.710591029,40.41533159
A5828768194850277218,201803,197000,4925,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1900,5,25,5,0,0.966689833,0.302385304,-3.711396565,40.41011941
A1923903529068332898,201803,175000,5833.333333,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1900,6,22,5,0,0.904110888,0.236907011,-3.710727946,40.41042082
A16652612845064255474,201803,1668000,8340,200,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1923,6,15,4,0,0.708789079,0.275721274,-3.710612679,40.41290802
A2651837895471468260,201803,711000,7110,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1910,4,8,3,0,0.669252726,0.18635881,-3.711558578,40.41766799
A8771915799522655082,201803,315000,3705.882353,85,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1850,4,5,4,0,0.790767858,0.262431967,-3.711052374,40.41213054
A17961998218495618144,201803,1029000,7246.478873,142,3,3,0,0,0,0,0,1,0,0,0,0,0,0,2006,7,20,3,0,0.540702859,0.236633663,-3.710126883,40.41602814
A4444264986115631121,201803,943000,5125,184,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1900,6,22,4,0,0.497511607,0.342235247,-3.708835837,40.41430633
A13140942169424578829,201803,1495000,6528.384279,229,6,5,0,1,0,0,1,0,0,0,0,0,0,0,1900,5,16,1,0,0.743580487,0.454792884,-3.71215058,40.41456524
A6861948013616024265,201803,830000,4150,200,3,2,0,1,0,1,0,1,0,0,0,0,0,0,1900,6,11,4,0,0.454959433,0.070458303,-3.709011213,40.4175395
A14279296495405893466,201803,237000,3950,60,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1962,5,6,6,0,1.061276744,0.225632635,-3.711432322,40.4090381
A2458218493559976586,201803,618000,4352.112676,142,5,2,0,1,0,0,0,1,0,0,0,0,0,0,1900,6,15,4,0,0.542157662,0.169550463,-3.707747097,40.41276344
A11262756321562217759,201803,369000,3653.465347,101,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1850,5,17,4,0,0.868569451,0.175938006,-3.709724131,40.41022879
A5073667996603810448,201803,1221000,6460.31746,189,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1907,6,13,1,0,0.556939822,0.38785743,-3.709781159,40.41453476
A10866818588394857747,201803,197000,4377.777778,45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1860,5,16,5,0,0.872809862,0.241629628,-3.710993191,40.41098676
A9658442428237065374,201803,560000,8000,70,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1975,5,13,4,0,0.381675092,0.172512424,-3.7082845,40.41680521
A9773520925286500856,201803,390000,3482.142857,112,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1984,4,19,5,0,0.779613659,0.149328183,-3.709924715,40.4113717
A16178033270771897801,201803,169000,5633.333333,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1935,5,14,6,0,1.049093247,0.304400548,-3.712145775,40.40963732
A9742974161349173292,201803,426000,3736.842105,114,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1860,6,11,5,0,0.823437643,0.15649305,-3.709931104,40.41085815
A13815359743994011543,201803,195000,5571.428571,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1942,6,15,3,0,0.795571878,0.215932866,-3.710573732,40.42152992
A1275443671509348838,201803,556000,4448,125,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1962,5,7,4,0,0.82314731,0.19156794,-3.71078789,40.42171779
A8143716094931792281,201803,248000,3815.384615,65,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1978,5,13,4,0,0.468012364,0.151696176,-3.709309143,40.41672685
A10201311680201272164,201803,429000,8094.339623,53,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1945,8,71,1,0,0.556458206,0.092104576,-3.70698425,40.42095732
A144805513938447497,201803,541000,3864.285714,140,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1981,5,12,5,0,0.660192334,0.130047539,-3.709061494,40.41222385
A16211337436137487955,201803,262000,3852.941176,68,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1958,7,29,6,0,1.412377457,0.575776672,-3.717267153,40.40912818
A12232245867211742414,201803,236000,5900,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1981,5,11,3,0,0.937774353,0.428174215,-3.71311415,40.41205478
A11359733190801733237,201803,220000,4888.888889,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1970,5,32,6,0,1.074721711,0.407914655,-3.713354402,40.41025149
A5289304371672381262,201803,327000,4671.428571,70,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1880,6,12,2,0,0.645673378,0.139568781,-3.710966578,40.4185365
A7016225390561662101,201803,272000,4689.655172,58,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1905,5,12,3,0,0.667107487,0.167961557,-3.710983486,40.41902288
A11184104130339181512,201803,354000,5130.434783,69,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1912,6,26,4,0,1.079993522,0.440647692,-3.713663002,40.41045679
A4427972266863432774,201803,274000,5708.333333,48,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1929,6,24,4,0,0.860067033,0.166543369,-3.709618444,40.41026547
A5519122946970646544,201803,287000,4220.588235,68,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1905,5,13,5,0,0.704538586,0.137670082,-3.709495094,40.41198696
A6796871785374684851,201803,274000,3653.333333,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,20,4,0,0.948330485,0.32295012,-3.711909777,40.41072886
A3581405731630543117,201803,1939000,4847.5,400,6,6,1,1,1,0,1,0,0,0,0,0,0,0,1970,6,15,3,0,0.808601508,0.384007188,-3.713324236,40.41632377
A12467894120813594197,201803,201000,5289.473684,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,5,6,3,0,0.487487844,0.036975965,-3.709331809,40.41776276
A10096864269954231760,201803,676000,4023.809524,168,3,2,0,1,0,0,1,1,0,0,1,0,0,0,2001,5,35,0,0,0.564506712,0.229071547,-3.708824966,40.41327035
A17351323363085385366,201803,195000,6964.285714,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1956,6,12,7,0,1.108506946,0.326961488,-3.713040575,40.40955072
A17722368545623643717,201803,507000,3208.860759,158,3,2,1,1,0,0,1,0,0,0,1,1,0,0,1957,7,17,3,0,0.628923423,0.246799059,-3.71120264,40.41632783
A10677727941232163349,201803,303000,3884.615385,78,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1907,5,19,6,0,0.848154411,0.152878441,-3.709442047,40.41030259
A3268254225540780926,201803,385000,3377.192982,114,3,1,0,1,0,0,1,1,0,0,0,0,0,0,1850,6,11,5,0,0.835427025,0.226982139,-3.710843775,40.41134804
A13333427009303443635,201803,508000,5183.673469,98,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1905,5,12,3,0,0.601406514,0.114177104,-3.710181051,40.41893773
A11425684042447447339,201803,267000,5562.5,48,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1929,6,24,4,0,0.862497417,0.165867853,-3.709464103,40.41015831
A6413883246099956824,201803,293000,2989.795918,98,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1956,6,12,7,0,0.996446984,0.336557961,-3.711784522,40.41002693
A739472677489835961,201803,299000,3559.52381,84,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1880,5,15,4,0,0.848029306,0.225943083,-3.710830189,40.41117695
A12651484524718559564,201803,205000,5694.444444,36,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1907,7,21,6,0,1.056923598,0.411449178,-3.713190458,40.4103516
A10637289430876683610,201803,405000,4764.705882,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1905,4,14,4,0,0.952122501,0.305342678,-3.711600327,40.41044248
A8307784923953473493,201803,766000,4505.882353,170,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1900,7,13,4,0,0.55929923,0.170559592,-3.708753109,40.41990145
A3740354999095801635,201803,266000,3454.545455,77,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1860,6,13,3,0,0.887428797,0.419928439,-3.712824839,40.41256107
A17395797006946003129,201803,683000,3794.444444,180,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1900,7,14,4,0,0.729150347,0.155864941,-3.709804829,40.42127338
A6576430300472125295,201803,380000,2923.076923,130,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1900,4,19,3,0,0.743148966,0.409298684,-3.711729534,40.41375701
A15576987446892089939,201803,372000,5470.588235,68,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1915,6,26,3,0,0.950469746,0.05039054,-3.711260679,40.42295813
A2845511042438940831,201803,250000,5555.555556,45,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1910,6,16,6,0,1.009002462,0.278140352,-3.711248886,40.40952572
A15477095546561078385,201803,1040000,6341.463415,164,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1981,6,7,2,0,0.827359804,0.343363296,-3.71224645,40.4203034
A1760103227061117442,201803,530000,4568.965517,116,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1969,7,34,3,0,0.644865136,0.086447367,-3.708846301,40.4209189
A6260613076463736466,201803,393000,4678.571429,84,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1913,6,13,6,0,1.102665725,0.259601559,-3.712364464,40.40914047
A10355758911687594064,201803,248000,4350.877193,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,11,3,0,0.859411591,0.131992285,-3.710582074,40.42232266
A6715984392958097496,201803,329000,5576.271186,59,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2003,6,18,6,0,1.10714919,0.222229424,-3.71204352,40.40888119
A16551054241974498021,201803,1483000,6475.982533,229,6,5,0,1,0,0,1,0,0,0,0,0,0,0,1900,5,16,1,0,0.698593104,0.380389956,-3.711827223,40.41519786
A16132889782763746647,201803,785000,4845.679012,162,7,2,0,0,0,1,0,0,1,0,0,0,0,0,1900,6,14,2,0,0.627047179,0.132404989,-3.710511169,40.41894471
A9897923021099009362,201803,700000,7000,100,3,2,0,1,0,1,0,1,0,0,0,0,0,0,1950,8,39,4,0,0.94741761,0.605957185,-3.71455212,40.41428916
A3328550267894257548,201803,602000,6020,100,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1953,7,15,4,0,0.491138986,0.160024764,-3.7083812,40.4192821
A6349776121498293972,201803,369000,5054.794521,73,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1992,4,28,3,0,1.188926367,0.74299496,-3.716773059,40.41254567
A2245918425068934541,201803,687000,4214.723926,163,3,2,0,1,0,0,1,0,1,0,1,0,0,0,2001,5,35,0,0,0.571768514,0.235072408,-3.708966676,40.41329651
A4443417997424525586,201803,393000,2868.613139,137,4,2,1,0,0,1,1,0,0,0,0,0,0,0,1958,8,30,6,0,1.361552,0.486940713,-3.716262767,40.40888215
A1369986187050986148,201803,682000,4262.5,160,5,2,0,1,0,0,1,1,0,0,0,0,0,0,1900,7,11,6,0,0.643980645,0.067220721,-3.708197476,40.41187779
A13510342773257673229,201803,385000,5500,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1949,5,21,4,0,0.699972856,0.148581894,-3.709672332,40.42100392
A9604706303826206670,201803,771000,4079.365079,189,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1880,6,13,1,0,0.571112386,0.378375063,-3.710066007,40.4147222
A5210641889476512478,201803,294000,4140.84507,71,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1974,3,30,5,0,0.925442685,0.229568649,-3.70997829,40.40974074
A2384454011896987121,201803,242000,8066.666667,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1935,5,14,6,0,1.03059397,0.292605034,-3.711768277,40.4096036
A9813064643483317169,201803,595000,4190.140845,142,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1850,4,9,4,0,0.708404918,0.281300543,-3.710648509,40.41295285
A3962444542945583537,201803,395000,4340.659341,91,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1984,4,19,5,0,0.777204641,0.111358153,-3.709462252,40.41110427
A5444528016901503914,201803,240000,4000,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,12,2,0,0.615745789,0.110449109,-3.71058941,40.41853882
A1034208215991629606,201803,840000,5316.455696,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,5,12,3,0,0.535514152,0.150035154,-3.710100049,40.41683912
A10754819892268972477,201803,312000,3627.906977,86,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1850,4,5,4,0,0.711472963,0.186869137,-3.709957564,40.41225439
A12938615422109708050,201803,382000,2916.030534,131,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1900,5,24,6,0,1.021348417,0.234792307,-3.710808673,40.40913203
A419209006577898355,201803,168000,3500,48,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1962,5,6,6,0,1.045298261,0.238687916,-3.711339371,40.4091648
A5727200711602957050,201803,280000,4827.586207,58,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1905,6,23,3,0,0.6166016,0.129228929,-3.710323437,40.41902694
A18439575250186132768,201803,379000,4797.468354,79,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1940,6,22,7,0,1.324201004,0.390842872,-3.715245173,40.40850106
A2693395514771150700,201803,855000,4857.954545,176,3,3,0,1,0,1,1,1,0,0,0,0,0,0,1936,6,12,5,0,1.016532666,0.515890055,-3.714174547,40.41202121
A671733309461644862,201803,398000,5102.564103,78,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1880,6,12,4,0,0.493616344,0.167337818,-3.709614164,40.41658985
A10263164650003211973,201803,249000,4150,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,12,2,0,0.632203666,0.158666501,-3.710314966,40.41934231
A3810263551107463357,201803,401000,3580.357143,112,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1984,4,19,5,0,0.704433048,0.108179775,-3.709233925,40.41180838
A17088532153043253831,201803,287000,5979.166667,48,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1929,6,24,4,0,0.793707515,0.113960484,-3.709412841,40.41088836
A5591857834546113187,201803,415000,6484.375,64,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1916,5,11,5,0,0.684881158,0.13024063,-3.709283903,40.41207834
A6855519572619106543,201803,275000,6111.111111,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1973,5,18,4,0,0.48013825,0.271242002,-3.708004506,40.41370781
A3750794605507136871,201803,557000,5683.673469,98,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1915,5,11,3,0,0.760026669,0.247099474,-3.710813958,40.42083474
A4144767795234013933,201803,230000,5750,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1929,6,24,4,0,0.795356163,0.123670184,-3.709566805,40.41095948
A17661055479884976233,201803,649000,2950,220,4,3,0,1,0,1,1,1,1,0,0,1,0,0,1925,9,37,4,0,0.86436292,0.54973691,-3.713514498,40.41425052
A5614598018454041688,201803,204000,4533.333333,45,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1942,6,15,3,0,0.847214063,0.162873379,-3.710861267,40.42196959
A9555312468424694781,201803,213000,5325,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1905,4,14,4,0,0.973567597,0.293210892,-3.711039696,40.40980629
A1068185080095713882,201803,363000,5584.615385,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1916,5,11,5,0,0.698671211,0.122047538,-3.709317746,40.41193399
A4407129220975532054,201803,303000,6060,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1999,5,16,4,0,0.900090588,0.155877574,-3.711628283,40.42204595
A9079053385433919176,201803,1990000,6482.084691,307,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1692,7,12,4,0,0.613557188,0.407108498,-3.710499999,40.41452134
A6375526406572707435,201803,265000,4416.666667,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1905,5,12,3,0,0.650345793,0.166254711,-3.710597277,40.41928652
A9181338749210798846,201803,433000,4510.416667,96,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2003,5,15,4,0,0.686443799,0.126029597,-3.709259954,40.41204245
A2958783319872564655,201803,167000,4282.051282,39,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1975,5,116,4,0,0.538897255,0.362777119,-3.709449548,40.41438364
A14433161298037854797,201803,181000,5838.709677,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1900,5,12,6,0,1.157976206,0.169400293,-3.712096652,40.40833131
A9343407045350946116,201803,249000,4150,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,6,12,2,0,0.570057623,0.067509949,-3.710046473,40.41847008
A15760087023847595025,201803,760000,4367.816092,174,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1915,7,25,3,0,1.042715851,0.502096398,-3.714086145,40.41146319
A4671190715338907020,201803,949000,5894.409938,161,3,3,0,0,1,0,1,0,0,1,1,1,0,0,2004,7,35,3,0,0.610905473,0.116534315,-3.708841952,40.42050451
A1157926661736586753,201803,694000,6309.090909,110,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1987,7,29,2,0,0.472950062,0.371025234,-3.708840847,40.41478377
A3918543434106568962,201803,383000,3419.642857,112,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1984,4,19,5,0,0.702978205,0.12127452,-3.709340938,40.41189781
A5640032839117561438,201803,442000,4604.166667,96,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1953,4,9,4,0,0.556388514,0.156953245,-3.707852128,40.4126637
A2772349741071315802,201803,768000,3072,250,2,3,1,1,0,0,1,1,0,0,0,0,0,0,1965,6,7,4,0,0.932689455,0.373984862,-3.712566511,40.41153563
